,name,total_enrollment,state,n_native,n_asian,n_black,n_hispanic,n_pacific,n_nonresident,n_total_minority,n_multiracial,n_unknown,n_white,n_women,state_code,type,degree_length,room_and_board,in_state_tuition,in_state_total,out_of_state_tuition,out_of_state_total,early_career_pay,mid_career_pay,make_world_better_percent,stem_percent
664,Fresno Pacific University,3458,California,41,149,178,1374,24,64,1823,57,211,1360,2391,CA,Private,4 Year,8676.0,31452,40128,31452,40128,,,,
665,Friends University,1882,Kansas,25,51,204,68,7,0,473,118,106,1303,1084,KS,Private,4 Year,7972.0,28415,36387,28415,36387,44700.0,76500.0,59.0,14.0
666,Front Range Community College,18761,Colorado,137,618,324,2622,37,327,4395,657,811,13228,10769,CO,Public,2 Year,,3986,3986,15074,15074,,,,
667,Frostburg State University,5645,Maryland,6,99,1466,244,5,123,2043,223,117,3362,2959,MD,Public,4 Year,10202.0,9172,19374,22892,33094,49600.0,87000.0,48.0,19.0
668,Fullerton College,25051,California,71,3403,792,13042,95,294,18191,788,855,5711,12852,CA,Public,2 Year,,1445,1445,9185,9185,,,,
669,Fulton-Montgomery Community College,2589,New York,2,25,191,295,2,130,582,67,168,1709,1473,NY,Public,2 Year,11870.0,5460,17330,10060,21930,,,,
670,Furman University,2973,South Carolina,3,53,158,113,0,140,401,74,64,2368,1725,SC,Private,4 Year,12712.0,49532,62244,49532,62244,,,,
671,Gadsden State Community College,5289,Alabama,68,27,1053,155,9,101,1411,99,84,3693,3121,AL,Public,2 Year,3600.0,4800,8400,8430,12030,,,,
672,Galveston College,2048,Texas,8,53,313,668,3,18,1057,12,58,915,1255,TX,Public,2 Year,,2050,2050,4600,4600,,,,
673,Gannon University,4410,Pennsylvania,9,63,167,89,11,596,399,60,121,3294,2420,PA,Private,4 Year,12650.0,32136,44786,32136,44786,,,,
674,Garden City Community College,2072,Kansas,14,64,159,732,0,2,969,0,111,990,1105,KS,Public,2 Year,5450.0,3120,8570,3690,9140,,,,
675,Gardner-Webb University,4470,North Carolina,28,43,932,106,0,50,1109,0,251,3060,3000,NC,Private,4 Year,10390.0,31220,41610,31220,41610,,,,
676,Garrett College,713,Maryland,1,2,171,18,0,16,213,21,0,484,359,MD,Public,2 Year,8275.0,4380,12655,9870,18145,,,,
677,Gaston College,5777,North Carolina,34,83,881,356,2,0,1356,0,356,4065,3776,NC,Public,2 Year,,2386,2386,8146,8146,,,,
678,Gateway Community College,5950,Arizona,258,207,664,2066,18,90,3286,73,443,2131,3155,CT,Public,2 Year,,4404,4404,13644,13644,,,,
679,Gateway Community and Technical College,4594,Kentucky,11,31,403,137,5,3,687,100,115,3789,2319,KY,Public,2 Year,,5350,5350,18040,18040,,,,
680,Gateway Technical College,7410,Wisconsin,35,89,1018,1108,3,3,2446,193,87,4874,4398,WI,Public,2 Year,,4026,4026,6039,6039,,,,
681,Gavilan College,5531,California,29,327,122,3087,19,4,3684,100,167,1676,2909,CA,Public,2 Year,,1418,1418,8408,8408,,,,
682,Genesee Community College,6876,New York,53,47,410,261,1,113,901,129,639,5223,4361,NY,Public,2 Year,8720.0,4640,13360,5240,13960,,,,
683,Geneva College,1717,Pennsylvania,2,12,171,16,0,3,235,34,13,1466,903,PA,Private,4 Year,10170.0,26730,36900,26730,36900,,,,
684,George Fox University,3786,Oregon,24,133,68,263,19,162,679,172,272,2673,2136,OR,Private,4 Year,11250.0,36020,47270,36020,47270,51200.0,89600.0,52.0,8.0
685,George Mason University,33729,Virginia,72,5001,3153,3420,122,2136,12977,1209,2245,16371,18123,VA,Public,4 Year,11460.0,12462,23922,35922,47382,58900.0,105700.0,48.0,23.0
686,Georgetown College,1262,Kentucky,3,11,105,38,0,18,191,34,27,1026,752,KY,Private,4 Year,9780.0,38650,48430,38650,48430,45000.0,81900.0,54.0,10.0
687,Georgia College and State University,6772,Georgia,14,99,506,329,5,108,1108,155,16,5540,4150,GA,Public,4 Year,11016.0,9346,20362,28060,39076,,,,
688,Georgia Gwinnett College,10828,Georgia,15,954,3378,1619,9,184,6390,415,104,4150,5923,GA,Public,4 Year,12870.0,6124,18994,18552,31422,,,,
689,Georgia Highlands College,5365,Georgia,13,71,940,468,6,43,1636,138,25,3661,3307,GA,Public,2 Year,,3844,3844,11590,11590,,,,
690,Georgia Institute of Technology,23109,Georgia,16,3583,1298,1290,18,4951,6888,683,176,11094,6969,GA,Public,4 Year,11884.0,12424,24308,33020,44904,,,,
691,Georgia Military College,7262,Georgia,93,123,3125,395,23,16,3779,20,447,3020,4408,GA,Public,2 Year,,6120,6120,6120,6120,,,,
692,Georgia Northwestern Technical College,5816,Georgia,19,41,531,529,4,19,1208,84,1,4588,3712,GA,Public,2 Year,,3460,3460,6258,6258,,,,
693,Georgia Piedmont Technical College,4050,Georgia,13,85,3166,102,6,34,3459,87,16,541,2494,GA,Public,2 Year,,3454,3454,6124,6124,,,,
694,Georgia Southern University,20517,Georgia,89,280,5249,1235,22,357,7258,383,386,12516,10716,GA,Public,4 Year,10070.0,7422,17492,20904,30974,49000.0,88000.0,49.0,17.0
695,Georgia Southwestern State University,2666,Georgia,3,39,717,102,6,63,906,39,13,1684,1685,GA,Public,4 Year,8120.0,6336,14456,19412,27532,,,,
696,Georgia State University,32556,Georgia,62,3386,11875,2651,27,1506,19336,1335,926,10788,19208,GA,Public,4 Year,11378.0,10858,22236,29432,40810,50600.0,90800.0,47.0,18.0
697,Germanna Community College,7282,Virginia,40,179,1033,689,26,22,2344,377,65,4851,4378,VA,Public,2 Year,,4913,4913,10841,10841,,,,
698,Gettysburg College,2447,Pennsylvania,1,45,87,113,0,92,316,70,80,1959,1284,PA,Private,4 Year,13010.0,54480,67490,54480,67490,58400.0,109300.0,39.0,24.0
699,Glen Oaks Community College,1104,Michigan,2,10,52,72,2,2,142,4,51,909,681,MI,Public,2 Year,,4440,4440,7350,7350,,,,
700,Glenville State College,1802,West Virginia,0,3,232,22,0,6,276,19,145,1375,759,WV,Public,4 Year,,7327,7327,16565,16565,37400.0,67700.0,60.0,3.0
701,God's Bible School and College,310,Ohio,2,3,10,10,0,29,25,0,6,250,140,OH,Private,4 Year,,4270,4270,4270,4270,,,,
702,Goddard College,538,Vermont,2,10,19,24,2,0,66,9,61,411,376,VT,Private,4 Year,1698.0,16586,18284,16586,18284,42700.0,76900.0,,0.0
703,Gogebic Community College,1119,Michigan,38,5,20,6,0,0,69,0,123,927,686,MI,Public,2 Year,5600.0,4924,10524,7373,12973,,,,
704,Golden Gate University,2909,California,11,496,191,280,46,399,1077,53,560,873,1593,CA,Private,4 Year,,15840,15840,15840,15840,,,,
705,Golden West College,12394,California,37,3421,258,3906,64,215,8235,549,152,3792,6556,CA,Public,2 Year,,1452,1452,9552,9552,,,,
706,Goldey-Beacom College,2012,Delaware,4,55,215,28,0,1279,328,26,10,395,869,DE,Private,4 Year,6400.0,24300,30700,24300,30700,49800.0,86900.0,42.0,25.0
707,Goldfarb School of Nursing at Barnes-Jewish College,715,Missouri,0,23,43,15,1,0,97,15,40,578,633,MO,Private,4 Year,,21150,21150,21150,21150,,,,
708,Gonzaga University,7352,Washington,57,289,119,561,27,441,1360,307,420,5131,4150,WA,Private,4 Year,11944.0,43210,55154,43210,55154,57800.0,107600.0,51.0,19.0
709,Good Samaritan College of Nursing and Health Science,353,Ohio,0,6,39,9,0,0,57,3,0,296,321,OH,Private,2 Year,,15959,15959,15959,15959,,,,
710,Goodwin College,3440,Connecticut,11,78,778,633,4,13,1579,75,6,1842,2805,CT,Private,2 Year,,20888,20888,20888,20888,,,,
711,Goshen College,843,Indiana,0,17,34,104,0,73,182,27,6,582,503,IN,Private,4 Year,10650.0,33700,44350,33700,44350,,,,
712,Goucher College,2120,Maryland,5,55,218,137,1,25,478,62,397,1220,1502,MD,Private,4 Year,14506.0,44300,58806,44300,58806,49400.0,90600.0,42.0,11.0
713,Governors State University,5776,Illinois,15,117,2222,488,8,118,2951,101,429,2278,4049,IL,Public,4 Year,10346.0,12196,22542,21586,31932,,,,
714,Grace Bible College,700,Michigan,10,4,149,27,1,2,224,33,13,461,358,MI,Private,4 Year,7700.0,19950,27650,19950,27650,,,,
715,Grace University,469,Nebraska,5,8,52,45,2,7,115,3,0,347,246,NE,Private,4 Year,6912.0,23030,29942,23030,29942,,,,
716,Grambling State University,4504,Louisiana,13,10,4088,41,2,162,4210,56,32,100,2802,LA,Public,4 Year,7192.0,7435,14627,16458,23650,43100.0,73100.0,66.0,10.0
717,Grand Canyon University,62304,Arizona,586,2446,13856,8933,295,0,27674,1558,5915,28715,46647,AZ,For Profit,4 Year,10100.0,27090,37190,27090,37190,,,,
718,Grand Rapids Community College,15668,Michigan,131,562,1580,1541,9,18,4085,262,771,10794,7995,MI,Public,2 Year,,3879,3879,11319,11319,,,,
719,Grand Valley State University,25094,Michigan,95,476,1290,1090,13,401,3708,744,108,20877,14961,MI,Public,4 Year,8690.0,12484,21174,17762,26452,,,,
720,Grand View University,2064,Iowa,6,59,164,76,3,40,371,63,154,1499,1160,IA,Private,4 Year,9178.0,27608,36786,27608,36786,,,,
721,Granite State College,2209,New Hampshire,11,19,31,47,1,1,146,37,196,1866,1640,NH,Public,4 Year,,9645,9645,10875,10875,43500.0,76900.0,67.0,3.0
722,Grantham University,12577,Kansas,71,101,4669,552,38,1,5680,249,3753,3143,6425,KS,For Profit,4 Year,,6540,6540,6540,6540,,,,
723,Gratz College,612,Pennsylvania,1,5,9,8,1,1,32,8,222,357,459,PA,Private,4 Year,,17630,17630,17630,17630,,,,
724,Grays Harbor College,2006,Washington,66,41,71,199,11,1,530,142,106,1369,1027,WA,Public,2 Year,,4620,4620,5043,5043,,,,
725,Grayson College,4636,Texas,120,42,334,627,3,47,1299,173,34,3256,2813,TX,Public,2 Year,5700.0,3600,9300,6120,11820,,,,
726,Great Basin College,3024,Nevada,96,62,57,488,25,4,805,77,153,2062,1952,NV,Public,4 Year,3366.0,3128,6494,9542,12908,,,,
727,Great Bay Community College,2079,New Hampshire,6,75,32,23,2,0,159,21,107,1813,1257,NH,Public,2 Year,,7200,7200,15450,15450,,,,
728,Great Lakes Christian College,160,Michigan,0,2,36,0,0,3,42,4,12,103,62,MI,Private,4 Year,8800.0,17220,26020,17220,26020,,,,
729,Green Mountain College,833,Vermont,8,7,34,28,0,18,86,9,218,511,477,VT,Private,4 Year,11722.0,37002,48724,37002,48724,42000.0,75200.0,57.0,2.0
730,Greenfield Community College,2127,Massachusetts,12,79,61,146,1,0,372,73,86,1669,1283,MA,Public,2 Year,,6932,6932,14582,14582,,,,
731,Greensboro College,905,North Carolina,7,7,280,32,1,1,355,28,70,479,471,NC,Private,4 Year,10800.0,29140,39940,29140,39940,,,,
732,Greenville Technical College,12592,South Carolina,50,205,2758,1007,16,40,4295,259,521,7736,7323,SC,Public,2 Year,,5580,5580,11100,11100,,,,
733,Grinnell College,1734,Iowa,3,128,100,134,0,228,439,74,63,1004,947,IA,Private,4 Year,12810.0,52392,65202,52392,65202,53400.0,96500.0,49.0,41.0
734,Grossmont College,18040,California,51,1466,1215,5850,87,523,9864,1195,178,7475,10063,CA,Public,2 Year,,1418,1418,9158,9158,,,,
735,Guilford College,2137,North Carolina,9,61,479,114,3,35,736,70,27,1339,1138,NC,Private,4 Year,11200.0,38250,49450,38250,49450,,,,
736,Guilford Technical Community College,12430,North Carolina,101,482,5195,832,7,142,6848,231,294,5146,7078,NC,Public,2 Year,,2333,2333,8093,8093,,,,
737,Gulf Coast State College,5926,Florida,45,164,670,324,0,11,1410,207,208,4297,3696,FL,Public,2 Year,,2963,2963,10791,10791,,,,
738,Gupton Jones College of Funeral Service,162,Georgia,0,0,88,0,0,0,88,0,0,74,85,GA,Private,2 Year,,11750,11750,11750,11750,,,,
739,Gustavus Adolphus College,2457,Minnesota,2,97,46,81,1,65,313,86,5,2074,1332,MN,Private,4 Year,9910.0,45400,55310,45400,55310,51200.0,96800.0,47.0,22.0
740,Gwinnett College,325,Georgia,0,15,211,33,0,0,259,0,0,66,292,GA,For Profit,2 Year,,9850,9850,9850,9850,,,,
741,Gwinnett Technical College,7234,Georgia,14,508,2496,872,9,87,4088,189,436,2623,4365,GA,Public,2 Year,,3506,3506,6176,6176,,,,
742,Gwynedd Mercy University,2459,Pennsylvania,10,101,584,108,0,4,803,0,167,1485,1868,PA,Private,4 Year,12370.0,35600,47970,35600,47970,,,,
743,Hagerstown Community College,4615,Maryland,14,82,454,247,7,25,981,177,88,3521,2933,MD,Public,2 Year,,4050,4050,7920,7920,,,,
744,Halifax Community College,1293,North Carolina,30,4,680,24,46,4,798,14,14,477,824,NC,Public,2 Year,,2452,2452,8212,8212,,,,
745,Hamline University,4469,Minnesota,25,180,190,180,5,79,711,131,1424,2255,2770,MN,Private,4 Year,10358.0,41298,51656,41298,51656,48100.0,90400.0,52.0,5.0
746,Hampden-Sydney College,1105,Virginia,5,20,85,23,0,1,193,60,9,902,2,VA,Private,4 Year,13558.0,45746,59304,45746,59304,58300.0,108600.0,52.0,20.0
747,Hampshire College,1376,Massachusetts,1,31,53,133,1,69,299,80,75,933,815,MA,Private,4 Year,13606.0,51668,65274,51668,65274,,,,
748,Hampton University,4393,Virginia,6,71,3921,50,0,61,4049,1,0,283,2858,VA,Private,4 Year,11778.0,26702,38480,26702,38480,52700.0,92600.0,61.0,12.0
749,Hanover College,1145,Indiana,7,16,55,26,0,63,125,21,29,928,663,IN,Private,4 Year,11580.0,37670,49250,37670,49250,47500.0,85100.0,53.0,24.0
750,Harcum College,1588,Pennsylvania,3,39,752,151,0,61,945,0,84,498,1290,PA,Private,2 Year,10200.0,24200,34400,24200,34400,,,,
751,Hardin-Simmons University,2084,Texas,4,27,148,295,2,47,528,52,48,1461,1067,TX,Private,4 Year,8080.0,28990,37070,28990,37070,,,,
752,Harding University,6059,Arkansas,46,86,303,158,1,338,681,87,28,5012,3472,AR,Private,4 Year,7044.0,20135,27179,20135,27179,49200.0,88600.0,47.0,10.0
753,Harford Community College,6714,Maryland,24,144,1027,311,15,66,1726,205,49,4873,3956,MD,Public,2 Year,,4644,4644,10075,10075,,,,
754,Harper College,14957,Illinois,20,1572,569,3582,94,2,6263,426,573,8119,8200,IL,Public,2 Year,,4578,4578,14553,14553,,,,
755,Harris-Stowe State University,1280,Missouri,1,2,1058,22,0,9,1114,31,59,98,866,MO,Public,4 Year,9250.0,5340,14590,9973,19223,,,,
756,Harrisburg Area Community College,20230,Pennsylvania,67,622,2154,2011,43,378,5425,528,490,13937,12670,PA,Public,2 Year,,6683,6683,9135,9135,,,,
757,Harrisburg University of Science and Technology,892,Pennsylvania,3,23,114,29,0,537,185,16,12,158,288,PA,Private,4 Year,6800.0,23900,30700,23900,30700,,,,
758,Hartnell College,9800,California,19,432,199,6762,34,7,7624,178,772,1397,4774,CA,Public,2 Year,,1400,1400,8870,8870,,,,
759,Hartwick College,1540,New York,6,31,120,107,0,53,264,0,180,1043,936,NY,Private,4 Year,12460.0,45510,57970,45510,57970,,,,
760,Harvey Mudd College,804,California,4,167,13,80,0,102,314,50,36,352,373,CA,Private,4 Year,18127.0,56876,75003,56876,75003,88800.0,158200.0,55.0,85.0
761,Haskell Indian Nations University,808,Kansas,808,0,0,0,0,0,808,0,0,0,419,KS,Public,4 Year,950.0,480,1430,480,1430,,,,
762,Hastings College,1212,Nebraska,6,16,41,67,4,22,167,33,13,1010,591,NE,Private,4 Year,9700.0,30050,39750,30050,39750,48600.0,87100.0,55.0,14.0
763,Haverford College,1194,Pennsylvania,4,100,69,102,0,72,345,70,11,766,632,PA,Private,4 Year,16402.0,54592,70994,54592,70994,59300.0,112300.0,47.0,36.0
764,Hawaii Pacific University,5827,Hawaii,24,921,345,764,128,827,3169,987,138,1693,3302,HI,Private,4 Year,14800.0,25980,40780,25980,40780,52200.0,93500.0,56.0,15.0
765,Hawkeye Community College,5291,Iowa,13,79,436,156,4,20,780,92,0,4491,3009,IA,Public,2 Year,,6360,6360,6600,6600,,,,
766,Haywood Community College,2069,North Carolina,41,0,209,62,2,2,323,9,22,1722,1297,NC,Public,2 Year,,2383,2383,8143,8143,,,,
767,Hazard Community and Technical College,3462,Kentucky,9,4,38,23,1,2,90,15,42,3328,1850,KY,Public,2 Year,,5310,5310,18000,18000,,,,
768,Heartland Community College,5286,Illinois,10,166,569,284,7,25,1218,182,194,3849,2873,IL,Public,2 Year,,4590,4590,13110,13110,,,,
769,Hebrew Theological College,468,Illinois,0,0,0,0,0,0,0,0,0,468,395,IL,Private,4 Year,12380.0,12920,25300,12920,25300,,,,
770,Heidelberg University,1230,Ohio,2,22,70,33,2,3,167,38,153,907,623,OH,Private,4 Year,10400.0,31000,41400,31000,41400,,,,
771,Helene Fuld College of Nursing,444,New York,0,28,338,39,0,0,406,1,0,38,390,NY,Private,2 Year,,21286,21286,21286,21286,,,,
772,Henderson Community College,2000,Kentucky,6,10,157,46,3,2,259,37,37,1702,1213,KY,Public,2 Year,,5550,5550,18000,18000,,,,
773,Henderson State University,3627,Arkansas,7,23,846,147,0,38,1175,152,3,2411,2060,AR,Public,4 Year,7504.0,8436,15940,10086,17590,42900.0,79800.0,57.0,5.0
774,Hendrix College,1358,Arkansas,22,77,65,65,1,76,239,9,6,1037,746,AR,Private,4 Year,12284.0,45790,58074,45790,58074,48100.0,90300.0,58.0,33.0
775,Hennepin Technical College,5985,Minnesota,28,557,1401,357,10,37,2558,205,188,3202,2494,MN,Public,2 Year,,5119,5119,5119,5119,,,,
776,Heritage Christian University,93,Alabama,2,0,7,4,1,3,15,1,5,70,5,AL,Private,4 Year,5745.0,12312,18057,12312,18057,,,,
777,Herkimer County Community College,3259,New York,11,31,312,86,0,112,451,11,112,2584,1932,NY,Public,2 Year,10128.0,5320,15448,7950,18078,,,,
778,Hesston College,428,Kansas,1,6,31,36,2,49,87,11,7,285,264,KS,Private,2 Year,8800.0,26900,35700,26900,35700,,,,
779,Hibbing Community College,1302,Minnesota,18,6,56,34,2,1,166,50,23,1112,760,MN,Public,2 Year,3380.0,5336,8716,5336,8716,,,,
780,High Point University,4399,North Carolina,21,61,246,173,0,65,668,167,151,3515,2647,NC,Private,4 Year,14130.0,35118,49248,35118,49248,48600.0,84300.0,50.0,8.0
781,Hilbert College,1012,New York,17,2,86,24,1,9,172,42,85,746,575,NY,Private,4 Year,9350.0,22400,31750,22400,31750,,,,
782,Hill College,4020,Texas,23,33,257,866,11,13,1301,111,37,2669,2412,TX,Public,2 Year,3850.0,2970,6820,4120,7970,,,,
783,Hillsborough Community College,27298,Florida,123,769,4757,6966,50,824,13291,626,3326,9857,15559,FL,Public,2 Year,,3132,3132,11388,11388,,,,
784,Hinds Community College,11839,Mississippi,39,91,6598,199,5,103,7168,236,173,4395,7396,MS,Public,2 Year,4120.0,3130,7250,6170,10290,,,,
785,Hiram College,1259,Ohio,3,14,200,46,3,39,294,28,67,859,673,OH,Private,4 Year,10290.0,34300,44590,34300,44590,,,,
786,Hiwassee College,424,Tennessee,2,3,40,11,0,3,64,8,8,349,241,TN,Private,2 Year,7987.0,19571,27558,19571,27558,,,,
787,Hobart and William Smith Colleges,2425,New York,14,76,109,145,2,140,346,0,298,1641,1267,NY,Private,4 Year,14785.0,55255,70040,55255,70040,,,,
788,Hobe Sound Bible College,251,Florida,0,0,24,7,0,4,31,0,38,178,115,FL,Private,4 Year,6170.0,6490,12660,6490,12660,,,,
789,Hocking College,3474,Ohio,19,10,115,51,0,84,313,118,55,3022,1639,OH,Public,2 Year,8560.0,4390,12950,8790,17350,,,,
790,Hodges University,1892,Florida,10,37,255,645,3,0,971,21,40,881,1201,FL,Private,4 Year,,17600,17600,17600,17600,,,,
791,Hofstra University,10953,New York,31,893,909,1254,78,1072,3363,198,604,5914,6139,NY,Private,4 Year,15948.0,46760,62708,46760,62708,57300.0,110400.0,38.0,7.0
792,Hollins University,770,Virginia,5,17,79,40,0,39,158,17,18,555,730,VA,Private,4 Year,13520.0,39035,52555,39035,52555,,,,
793,Holmes Community College,5798,Mississippi,7,48,2722,55,1,1,2877,44,91,2829,3826,MS,Public,2 Year,3080.0,3110,6190,5690,8770,,,,
794,Holy Apostles College and Seminary,378,Connecticut,0,12,4,33,0,77,53,4,19,229,124,CT,Private,4 Year,,9670,9670,9670,9670,,,,
795,Holy Cross College,520,Indiana,2,8,49,56,1,30,134,18,5,351,180,IN,Private,4 Year,11500.0,30820,42320,30820,42320,48100.0,87800.0,,0.0
796,Holy Family University,2658,Pennsylvania,2,94,195,152,1,9,444,0,522,1683,1946,PA,Private,4 Year,13576.0,30346,43922,30346,43922,,,,
797,Holy Names University,1191,California,6,179,260,305,37,38,808,21,53,292,830,CA,Private,4 Year,13190.0,39316,52506,39316,52506,,,,
798,Holyoke Community College,6604,Massachusetts,33,132,412,1501,2,29,2277,197,280,4018,4068,MA,Public,2 Year,,5760,5760,11940,11940,,,,
799,Hood College,2365,Maryland,1,78,255,138,0,155,545,73,96,1569,1502,MD,Private,4 Year,12700.0,39492,52192,39492,52192,47900.0,82600.0,49.0,32.0
800,Hope College,3455,Michigan,3,54,85,258,0,85,467,67,42,2861,2085,MI,Private,4 Year,10310.0,34010,44320,34010,44320,49200.0,90900.0,51.0,18.0
801,Hope International University,1329,California,7,60,93,225,11,5,524,128,264,536,743,CA,Private,4 Year,10490.0,33400,43890,33400,43890,,,,
802,Hopkinsville Community College,3566,Kentucky,21,49,832,268,17,6,1303,116,62,2195,2325,KY,Public,2 Year,,5070,5070,17760,17760,,,,
803,Horizon University,34,California,1,1,2,7,0,0,13,2,7,14,7,CA,Private,4 Year,,7700,7700,7700,7700,,,,
804,Horry-Georgetown Technical College,7335,South Carolina,27,80,1547,290,7,17,2138,187,46,5134,4663,SC,Public,2 Year,,5248,5248,10408,10408,,,,
805,Houghton College,1073,New York,2,17,26,20,0,93,107,42,26,847,683,NY,Private,4 Year,9288.0,32488,41776,32488,41776,,,,
806,Housatonic Community College,5286,Connecticut,9,190,1641,1491,10,8,3432,91,6,1840,3220,CT,Public,2 Year,,4394,4394,13162,13162,,,,
807,Houston Baptist University,3128,Texas,12,347,794,744,7,124,2024,120,78,902,2002,TX,Private,4 Year,8814.0,32530,41344,32530,41344,,,,
808,Howard College,3756,Texas,6,32,144,1668,4,27,1934,80,12,1783,2338,TX,Public,2 Year,4834.0,2560,7394,5420,10254,,,,
809,Howard Community College,9920,Maryland,26,1128,2835,903,26,428,5354,436,257,3881,5598,MD,Public,2 Year,,4920,4920,9060,9060,,,,
810,Howard Payne University,1137,Texas,3,4,88,243,1,0,374,35,32,731,560,TX,Private,4 Year,8386.0,28090,36476,28090,36476,,,,
811,Hudson County Community College,9203,New Jersey,21,702,1280,5073,66,34,7274,132,807,1088,5330,NJ,Public,2 Year,,5718,5718,14028,14028,,,,
812,Hudson Valley Community College,12177,New York,48,555,1198,621,34,36,2740,284,391,9010,5768,NY,Public,2 Year,,5640,5640,12915,12915,,,,
813,Humboldt State University,8485,California,85,293,320,2441,21,120,3691,531,605,4069,4635,CA,Public,4 Year,12870.0,7676,20546,19556,32426,,,,
